"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"11/04/2012","Amazon","AMAZON SERVICES-KIND866-321-885L6OGFXAR6HC DIGITAL 320123090056486305","21.90","debit","Shopping","Hilton HHonors Card","",""
"11/04/2012","Amazon","AMAZON SERVICES-KIND866-321-885XCVSUBTN81H DIGITAL 320123090056486304","15.63","debit","Shopping","Hilton HHonors Card","",""
"11/03/2012","Fred Meyer","FRED-MEYER #0028 000SEATTLE99999992307 8008589202 320123080044675547","12.06","debit","Groceries","Hilton HHonors Card","",""
"11/03/2012","Fred Meyer","FRED-MEYER #0028 000SEATTLE99999992307 8008589202 320123080044675548","12.47","debit","Groceries","Hilton HHonors Card","",""
"11/03/2012","Chipotle","CHIPOTLE 1265 0094  PALO ALTO0000010566  650-462-9154 320123080044675550","16.26","debit","Fast Food","Hilton HHonors Card","",""
"11/03/2012","Safeway","SAFEWAY STORE     27Menlo ParkGROCERY STORE 320123080044675551","120.75","debit","Groceries","Hilton HHonors Card","",""
"11/03/2012","QFC","QFC #5805 000005805 8002016261999999923078002016261 320123080044675549","8.75","debit","Groceries","Hilton HHonors Card","",""
"11/02/2012","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIJ27OHTJ378W MERCHANDISE 320123070031512513","57.66","debit","Shopping","Hilton HHonors Card","",""
"11/02/2012","Comcast","COMCAST CABLE COMM  800-COMCAST84983300801 CABLE SVS 320123070031512512","128.67","debit","Television","Hilton HHonors Card","",""
"11/01/2012","GoDaddy.com","GODADDY.COM         (480)505-88477300297  (480)505-8855 320123060018077797","28.34","debit","Business Services","Hilton HHonors Card","",""
"11/01/2012","Amazon","AMAZON SERVICES-KIND866-321-885RM1XXUV64JB DIGITAL 320123060018077796","6.56","debit","Shopping","Hilton HHonors Card","",""
"10/31/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGER7C0E9CD6   AUTOMOBILE ASSOC 320123050007078617","11.37","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"10/31/2012","Albertsons","#00444 ALBERTSONS 00BELLEVUE000958094   4256412783 320123050007078616","32.09","debit","Groceries","Hilton HHonors Card","",""
"10/31/2012","QFC","QFC #5874 000005874 8002016261999999923048002016261 320123050007078615","37.76","debit","Groceries","Hilton HHonors Card","",""
"10/31/2012","Amazon","AMAZON.COM          AMZN.COM/BIEDNA8G71TM4 MERCHANDISE 320123050007078618","42.18","debit","Shopping","Hilton HHonors Card","",""
"10/30/2012","Amazon","AMAZON.COM          AMZN.COM/BIKMGGDEAO28K MERCHANDISE 320123040495568936","43.96","debit","Shopping","Hilton HHonors Card","",""
"10/30/2012","Citation Processing Newport","CITATION PROCESSING NEWPORT BEA00000000001 949-7526937 320123040495568937","48.50","debit","Uncategorized","Hilton HHonors Card","",""
"10/30/2012","Amazon","AMAZON.COM          AMZN.COM/BIXOCRADVU8L4 MERCHANDISE 320123040495568938","14.03","debit","Shopping","Hilton HHonors Card","",""
"10/28/2012","Railscasts Gwvy P","RAILSCASTS          541-2264551gwvy8p      5412264551 320123020471151858","9.00","debit","Uncategorized","Hilton HHonors Card","",""
"10/27/2012","Trader Joe's","TRADER JOE'S #207  QPALO ALTO0327236     626-599-3700 320123010457643790","10.40","debit","Groceries","Hilton HHonors Card","",""
"10/27/2012","Chipotle","CHIPOTLE 1265 0094  PALO ALTO0000010167  650-462-9154 320123010457643789","16.26","debit","Fast Food","Hilton HHonors Card","",""
"10/27/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320123010457643786","1.27","debit","Groceries","Hilton HHonors Card","",""
"10/27/2012","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIINTXEUEAOXP MERCHANDISE 320123010457643787","120.00","debit","Shopping","Hilton HHonors Card","",""
"10/27/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGER7BE9F714   AUTOMOBILE ASSOC 320123010457643791","3.80","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"10/27/2012","CVS","CVS #3935 03935     PALO ALTO00143498    DRUG STORE/PHARMACY 320123010457643788","20.78","debit","Pharmacy","Hilton HHonors Card","",""
"10/26/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGEXA1652721   AUTOMOBILE ASSOC 320123000444645576","26.55","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"10/26/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGEQ7BC0C3CF   AUTOMOBILE ASSOC 320123000444645575","7.58","credit","Rental Car & Taxi","Hilton HHonors Card","",""
"10/26/2012","QFC","QFC #5805 000005805 SEATTLE99999992299 8002016261 320123000444645573","18.25","debit","Groceries","Hilton HHonors Card","",""
"10/26/2012","Bartell Drug","20 BARTELL DRUGS 000BELLEVUE000090578   4256447507 320123000444645574","12.11","debit","Groceries","Hilton HHonors Card","",""
"10/25/2012","iTunes","ITUNES MUSICUSA ITUNCUPERTINOMHH5W4XX3W1 ITUNES MUSIC STORE 320122990431841815","8.75","debit","Music","Hilton HHonors Card","",""
"10/24/2012","Amazon","AMAZON.COM          AMZN.COM/BIC6U3XY0V0K7 MERCHANDISE 320122980418935227","24.53","debit","Shopping","Hilton HHonors Card","",""
"10/24/2012","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIOS06D8OY73N MERCHANDISE 320122980418935225","11.98","debit","Shopping","Hilton HHonors Card","",""
"10/24/2012","Amazon","AMAZON.COM          AMZN.COM/BIS3UHBUU6WNO MERCHANDISE 320122980418935226","22.42","debit","Shopping","Hilton HHonors Card","",""
"10/22/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320122960394236629","62.93","debit","Groceries","Hilton HHonors Card","",""
"10/22/2012","Safeway","SAFEWAY  STORE  0464REDMONDGROCERY STORE 320122960394236628","5.00","debit","Groceries","Hilton HHonors Card","",""
"10/22/2012","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIXJC4NRY51LX MERCHANDISE 320122960394236632","5.99","debit","Shopping","Hilton HHonors Card","",""
"10/22/2012","Amazon","AMAZON.COM          AMZN.COM/BIMXRHC4L3RY9 MERCHANDISE 320122960394236630","162.52","debit","Shopping","Hilton HHonors Card","",""
"10/22/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGEUA0721680   AUTOMOBILE ASSOC 320122960394236631","9.74","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"10/21/2012","Safeway","SAFEWAY STORE     27Menlo ParkGROCERY STORE 320122950381944921","30.46","debit","Groceries","Hilton HHonors Card","",""
"10/21/2012","Chipotle","CHIPOTLE 1265 0094  PALO ALTO0000010441  650-462-9154 320122950381944920","16.26","debit","Fast Food","Hilton HHonors Card","",""
"10/21/2012","Palo Alto Creamery","PALO ALTO CREAMERY-SPALO ALTO0000030150  650-327-3141 320122950381944923","13.01","debit","Restaurants","Hilton HHonors Card","",""
"10/21/2012","Safeway","SAFEWAY STORE     27Menlo ParkGROCERY STORE 320122950381944922","100.00","debit","Groceries","Hilton HHonors Card","",""
"10/21/2012","St Madeline Sophie","ST. MADELINE SOPHIE BELLEVUE85309602295 425-747-6770 320122950393067956","60.00","debit","Restaurants","Hilton HHonors Card","",""
"10/21/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGEQ7B92668B   AUTOMOBILE ASSOC 320122950381944924","14.64","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"10/20/2012","Amazon","AMAZON.COM          AMZN.COM/BIJAZGML50EMH MERCHANDISE 320122940369288092","14.18","debit","Shopping","Hilton HHonors Card","",""
"10/19/2012","Safeway","SAFEWAY  STORE  0496REDMONDGROCERY STORE 320122930355985459","21.00","debit","Groceries","Hilton HHonors Card","",""
"10/19/2012","Bartell Drug","20 BARTELL DRUGS 000BELLEVUE000088873   4256447507 320122930355985460","79.53","debit","Groceries","Hilton HHonors Card","",""
"10/18/2012","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIDJVAKC0E15W MERCHANDISE 320122920343253574","1.69","debit","Shopping","Hilton HHonors Card","",""
"10/18/2012","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIQR397UJ3PR1 MERCHANDISE 320122920343253576","6.75","debit","Shopping","Hilton HHonors Card","",""
"10/18/2012","Amazon","AMAZON.COM          AMZN.COM/BIOKATS7482AS MERCHANDISE 320122920343253573","23.58","debit","Shopping","Hilton HHonors Card","",""
"10/18/2012","Safeway","SAFEWAY  STORE  0464REDMONDGROCERY STORE 320122920343253571","5.96","debit","Groceries","Hilton HHonors Card","",""
"10/18/2012","Fred Meyer","FRED MEYER #0688 0008008589202999999922918008589202 320122920343253572","99.98","debit","Groceries","Hilton HHonors Card","",""
"10/18/2012","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIOU83LXZLNVE MERCHANDISE 320122920343253575","0.85","debit","Shopping","Hilton HHonors Card","",""
"10/18/2012","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIURYGLH108GZ MERCHANDISE 320122920343253577","17.99","debit","Shopping","Hilton HHonors Card","",""
"10/17/2012","Amazon","AMAZON.COM          AMZN.COM/BIWGEP1EH312X MERCHANDISE 320122910329866703","9.81","debit","Shopping","Hilton HHonors Card","",""
"10/17/2012","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIY86E8J3GXUX MERCHANDISE 320122910329866700","3.09","debit","Shopping","Hilton HHonors Card","",""
"10/17/2012","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BID9U4TQABZNA MERCHANDISE 320122910329866701","23.99","debit","Shopping","Hilton HHonors Card","",""
"10/17/2012","Amazon","AMAZON.COM          AMZN.COM/BID9UJ7DVADXA MERCHANDISE 320122910329866702","9.17","debit","Shopping","Hilton HHonors Card","",""
"10/15/2012","Amazon","AMAZON.COM          AMZN.COM/BIOMEHUQYYASL MERCHANDISE 320122890304176035","9.42","debit","Shopping","Hilton HHonors Card","",""
"10/15/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320122890304176029","8.69","debit","Groceries","Hilton HHonors Card","",""
"10/15/2012","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIWCQSXN8S5GF MERCHANDISE 320122890304176036","5.93","debit","Shopping","Hilton HHonors Card","",""
"10/15/2012","Amazon","AMAZON.COM          AMZN.COM/BIMUSWGCB90QZ MERCHANDISE 320122890304176032","20.75","debit","Shopping","Hilton HHonors Card","",""
"10/15/2012","Amazon","AMAZON.COM          AMZN.COM/BIX0ZXBS8SEAW MERCHANDISE 320122890304176034","28.98","debit","Shopping","Hilton HHonors Card","",""
"10/15/2012","Amazon","AMAZON.COM          AMZN.COM/BIPWNPWRXJIK7 MERCHANDISE 320122890304176031","43.34","debit","Shopping","Hilton HHonors Card","",""
"10/15/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320122890304176030","21.70","debit","Groceries","Hilton HHonors Card","",""
"10/15/2012","Amazon","AMAZON.COM          AMZN.COM/BIX0ZN25SXJVF MERCHANDISE 320122890304176033","60.79","debit","Shopping","Hilton HHonors Card","",""
"10/14/2012","Safeway","SAFEWAY  STORE  0464REDMONDGROCERY STORE 320122880291740273","1.24","debit","Groceries","Hilton HHonors Card","",""
"10/14/2012","Autopay Thank You","AUTOPAY PAYMENT - THANK YOU 320122880291740272","1192.42","credit","Credit Card Payment","Hilton HHonors Card","",""
"10/14/2012","QFC","QFC #5874 000005874 BELLEVUE99999992287 8002016261 320122880291740274","4.00","debit","Groceries","Hilton HHonors Card","",""
"10/13/2012","QFC","QFC #5805 000005805 8002016261999999922868002016261 320122870278685854","39.59","debit","Groceries","Hilton HHonors Card","",""
"10/13/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGEP7B100800   AUTOMOBILE ASSOC 320122870278685856","17.34","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"10/13/2012","Walgreens","WALGREENS #13596 000PALO ALTO99999992287 8002892273 320122870278685858","5.11","debit","Pharmacy","Hilton HHonors Card","",""
"10/13/2012","Melt Stanford","THE MELT-STANFORD 54PALO ALTO000286189   4156066879 320122870278685857","18.99","debit","Uncategorized","Hilton HHonors Card","",""
"10/13/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320122870278685855","5.03","debit","Groceries","Hilton HHonors Card","",""
"10/12/2012","Stanford Univ Bkst","STANFORD UNIV BKST #8006214345000080049044904              94305 320122860265685756","3.29","debit","Uncategorized","Hilton HHonors Card","",""
"10/11/2012","Amazon","AMAZON.COM          AMZN.COM/BIS4VRJD2VT0M MERCHANDISE 320122850252488086","12.25","debit","Shopping","Hilton HHonors Card","",""
"10/11/2012","Safeway","SAFEWAY  STORE  0464REDMONDGROCERY STORE 320122850252488085","0.89","debit","Groceries","Hilton HHonors Card","",""
"10/10/2012","CVS","CVS #3935 03935     PALO ALTO00028282    DRUG STORE/PHARMACY 320122840239576285","4.99","debit","Pharmacy","Hilton HHonors Card","",""
"10/10/2012","Safeway","SAFEWAY  STORE  0490BELLEVUEGROCERY STORE 320122840239576284","66.00","debit","Groceries","Hilton HHonors Card","",""
"10/10/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGEQ7B1983C1   AUTOMOBILE ASSOC 320122840239576287","8.67","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"10/10/2012","CVS","CVS #3935 03935     PALO ALTO00036135    DRUG STORE/PHARMACY 320122840239576286","4.34","debit","Pharmacy","Hilton HHonors Card","",""
"10/09/2012","Safeway","SAFEWAY STORE     27Menlo ParkGROCERY STORE 320122830226328035","23.54","debit","Groceries","Hilton HHonors Card","",""
"10/09/2012","Jack in the Box","JACK IN THE BOX 455 PALO ALTO07500018    800-955-5225 320122830226328034","5.71","debit","Fast Food","Hilton HHonors Card","",""
"10/08/2012","CVS","CVS #3935 03935     PALO ALTO00010957    DRUG STORE/PHARMACY 320122820214760790","30.41","debit","Pharmacy","Hilton HHonors Card","",""
"10/08/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320122820214760789","30.42","debit","Groceries","Hilton HHonors Card","",""
"10/08/2012","Safeway Fuel","SAFEWAY  FUEL   0490BELLEVUEAUTO FUEL DISPENSER 320122820214760788","15.82","debit","Gas & Fuel","Hilton HHonors Card","",""
"10/07/2012","Albertsons","#00444 ALBERTSONS 00BELLEVUE000922766   4256412783 320122810202040919","7.96","debit","Groceries","Hilton HHonors Card","",""
"10/06/2012","QFC","QFC #5805 000005805 8002016261999999922798002016261 320122800189355774","60.13","debit","Groceries","Hilton HHonors Card","",""
"10/05/2012","Safeway","SAFEWAY  STORE  0464REDMONDGROCERY STORE 320122790175629742","0.89","debit","Groceries","Hilton HHonors Card","",""
"10/04/2012","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIQH29INLRJPG MERCHANDISE 320122780162598792","3.65","debit","Shopping","Hilton HHonors Card","",""
"10/03/2012","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIXFOJ40LVFNC MERCHANDISE 320122770149118035","12.50","debit","Shopping","Hilton HHonors Card","",""
"10/03/2012","Sparkfun Electronicsboulder","SPARKFUN ELECTRONICSBOULDER4685351588  303-284-0979 320122770149118033","49.59","debit","Uncategorized","Hilton HHonors Card","",""
"10/03/2012","Amazon","AMAZON.COM          AMZN.COM/BIXFOBD05V5BO MERCHANDISE 320122770149118034","54.99","debit","Shopping","Hilton HHonors Card","",""
"10/03/2012","Fred Meyer","FRED MEYER #0688 000LYNNWOOD99999992277 8008589202 320122770149118032","16.50","debit","Groceries","Hilton HHonors Card","",""
"10/02/2012","Comcast","COMCAST CABLE COMM  800-COMCAST84983300801 CABLE SVS 320122760134899106","99.11","debit","Television","Hilton HHonors Card","",""
"10/02/2012","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIL5B4ZZ2D70H MERCHANDISE 320122760134899107","6.97","debit","Shopping","Hilton HHonors Card","",""
"10/01/2012","Amazon","AMAZON.COM          AMZN.COM/BIUFGK2K64HA5 MERCHANDISE 320122750122031012","8.27","debit","Shopping","Hilton HHonors Card","",""
"10/01/2012","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIW5Y7P47QHYE MERCHANDISE 320122750122031014","5.07","debit","Shopping","Hilton HHonors Card","",""
"10/01/2012","Amazon","AMAZON.COM          AMZN.COM/BIBM68UQ3EICC MERCHANDISE 320122750122031013","23.73","debit","Shopping","Hilton HHonors Card","",""
"10/01/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320122750122031010","140.00","debit","Groceries","Hilton HHonors Card","",""
"10/01/2012","Sparkfun Electronicsboulder","SPARKFUN ELECTRONICSBOULDER4679804475  303-284-0979 320122750122031011","12.77","debit","Uncategorized","Hilton HHonors Card","",""
"9/30/2012","Modrn Devc Direct","MODRN DEVC          401709242443319416    DIRECT MKTG MISC 320122740109624831","10.62","debit","Uncategorized","Hilton HHonors Card","",""
"9/30/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGES9E81322E   AUTOMOBILE ASSOC 320122740109624830","3.79","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"9/29/2012","Safeway","SAFEWAY  STORE  3523LYNNWOODGROCERY STORE 320122730096946614","0.89","debit","Groceries","Hilton HHonors Card","",""
"9/29/2012","Amazon","AMAZON.COM          AMZN.COM/BIR5JFIXNDK64 MERCHANDISE 320122730096946617","48.64","debit","Shopping","Hilton HHonors Card","",""
"9/29/2012","Chipotle","CHIPOTLE 1265 0094  PALO ALTO0000010404  650-462-9154 320122730096946619","16.26","debit","Fast Food","Hilton HHonors Card","",""
"9/29/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGER7AC48B67   AUTOMOBILE ASSOC 320122730096946618","15.18","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"9/29/2012","CVS","CVS #3935 03935     PALO ALTO00135328    DRUG STORE/PHARMACY 320122730096946615","30.57","debit","Pharmacy","Hilton HHonors Card","",""
"9/29/2012","Coldstone Palo Alto","COLDSTONE #20236 026PALO ALTO0000000023  FAST FOOD RESTAURANT 320122730096946616","5.41","debit","Restaurants","Hilton HHonors Card","",""
"9/28/2012","Railscasts Kjq J","RAILSCASTS          541-2264551kjq2j4      5412264551 320122720083794061","9.00","debit","Uncategorized","Hilton HHonors Card","",""
"9/28/2012","QFC","QFC #5805 000005805 8002016261999999922718002016261 320122720083794060","51.44","debit","Groceries","Hilton HHonors Card","",""
"9/28/2012","QFC","QFC #5805 000005805 SEATTLE99999992271 8002016261 320122720083794059","5.29","debit","Groceries","Hilton HHonors Card","",""
"9/27/2012","Safeway","SAFEWAY  STORE  0490BELLEVUEGROCERY STORE 320122710070994995","2.82","debit","Groceries","Hilton HHonors Card","",""
"9/26/2012","QFC","QFC #5874 000005874 BELLEVUE99999992269 8002016261 320122700058072760","7.69","debit","Groceries","Hilton HHonors Card","",""
"9/26/2012","iTunes","ITUNES MUSICUSA ITUNCUPERTINOMHJM8K4Q3L0 ITUNES MUSIC STORE 320122700058072762","3.91","debit","Music","Hilton HHonors Card","",""
"9/26/2012","Safeway","SAFEWAY  STORE  1142KIRKLANDGROCERY STORE 320122700058072761","52.86","debit","Groceries","Hilton HHonors Card","",""
"9/26/2012","Safeway","SAFEWAY  STORE  0464REDMONDGROCERY STORE 320122700058072759","32.49","debit","Groceries","Hilton HHonors Card","",""
"9/25/2012","GoDaddy.com","GODADDY.COM         (480)505-88465782679  (480)505-8855 320122690044904082","16.19","debit","Business Services","Hilton HHonors Card","",""
"9/24/2012","Amazon","AMAZON.COM          AMZN.COM/BIN0E597M0Q9X MERCHANDISE 320122680033357285","7.88","debit","Shopping","Hilton HHonors Card","",""
"9/24/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320122680033357283","12.41","debit","Groceries","Hilton HHonors Card","",""
"9/24/2012","Safeway","SAFEWAY  STORE  0464REDMONDGROCERY STORE 320122680033357282","8.01","debit","Groceries","Hilton HHonors Card","",""
"9/24/2012","Wal-Mart","WALMART.COM         BENTONVILLE00214715    800-966-6546 320122680043236138","10.91","debit","Shopping","Hilton HHonors Card","",""
"9/24/2012","Amazon","AMAZON.COM          AMZN.COM/BIKBW4XP1S9XM MERCHANDISE 320122680033357284","12.25","debit","Shopping","Hilton HHonors Card","",""
"9/23/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320122670021079650","3.58","debit","Groceries","Hilton HHonors Card","",""
"9/23/2012","Four Points By","FOUR POINTS BY SHERAMANCHESTER0000-0923   603-668-6110 320122670031986230","14.00","debit","Uncategorized","Hilton HHonors Card","",""
"9/22/2012","Jamba Juice","JAMBA JUICE #61 0000STANFORD37476313    5105960100 320122660008113279","2.00","debit","Food & Dining","Hilton HHonors Card","",""
"9/22/2012","AAA","AAA WASHINGTON/INLANBELLEVUE00006646    800-562-2582 320122660008113278","56.00","debit","Auto Insurance","Hilton HHonors Card","",""
"9/21/2012","St Madeline Sophie","ST. MADELINE SOPHIE BELLEVUE85309602265 425-747-6770 320122650006788960","60.00","debit","Restaurants","Hilton HHonors Card","",""
"9/20/2012","Hannaford","HANNAFORD #8008 0000KINGSTON000515973   7815857423 320122640481827970","3.00","debit","Groceries","Hilton HHonors Card","",""
"9/20/2012","Hannaford","HANNAFORD #8008 0000KINGSTON000515974   7815857423 320122640481827971","3.00","debit","Groceries","Hilton HHonors Card","",""
"9/20/2012","Hannaford","HANNAFORD #8008 0000KINGSTON000018094   7815857423 320122640481827972","1.87","debit","Groceries","Hilton HHonors Card","",""
"9/18/2012","Jamba Juice","JAMBA JUICE #61 0000STANFORD24090973    5105960100 320122620456252440","3.95","debit","Food & Dining","Hilton HHonors Card","",""
"9/17/2012","Stacks","STACKS              MENLO PARK6505791384 320122610443882118","14.25","debit","Uncategorized","Hilton HHonors Card","",""
"9/17/2012","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIFOEQ6PXRS27 MERCHANDISE 320122610443882117","6.59","debit","Shopping","Hilton HHonors Card","",""
"9/15/2012","Hannaford","HANNAFORD #8008 0000KINGSTON000053719   7815857423 320122590419393380","38.80","debit","Groceries","Hilton HHonors Card","",""
"9/14/2012","Autopay Thank You","AUTOPAY PAYMENT - THANK YOU 320122580406122271","1352.90","credit","Credit Card Payment","Hilton HHonors Card","",""
"9/13/2012","Safeway","SAFEWAY  STORE  0464REDMONDGROCERY STORE 320122570393198490","17.65","debit","Groceries","Hilton HHonors Card","",""
"9/11/2012","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIDJLYH59PLHL MERCHANDISE 320122550367303634","4.47","debit","Shopping","Hilton HHonors Card","",""
"9/09/2012","Mike Bikes Pa","MIKE'S BIKES OF PA 5PALO ALTO000179894   6508587700 320122530343753196","61.25","debit","Uncategorized","Hilton HHonors Card","",""
"9/08/2012","Amazon","AMAZON.COM          AMZN.COM/BITXE03E1WSKT MERCHANDISE 320122520331209444","41.99","debit","Shopping","Hilton HHonors Card","",""
"9/08/2012","Jack in the Box","JACK IN THE BOX 455 PALO ALTO07400105    800-955-5225 320122520331209443","1.08","debit","Fast Food","Hilton HHonors Card","",""
"9/08/2012","Safeway","SAFEWAY  STORE  0422PUYALLUPGROCERY STORE 320122520331209442","4.30","debit","Groceries","Hilton HHonors Card","",""
"9/07/2012","Jack in the Box","JACK IN THE BOX 455 PALO ALTO07300114    800-955-5225 320122510317886864","10.89","debit","Fast Food","Hilton HHonors Card","",""
"9/07/2012","American Eagle Outfitters","A EAGLE OUTFTR006593OTTAWA000659249   888-2324535 320122510317886863","60.53","debit","Clothing","Hilton HHonors Card","",""
"9/07/2012","Wal-Mart","WAL-MART STORE#2280 MOUNTAIN VI23658310    DISCOUNT STORE 320122510317886862","63.62","debit","Shopping","Hilton HHonors Card","",""
"9/06/2012","CVS","CVS #3935 03935     PALO ALTO00010419    DRUG STORE/PHARMACY 320122500304245138","17.64","debit","Pharmacy","Hilton HHonors Card","",""
"9/06/2012","USPS","USPS 055805019710681STANFORD016687954   800-2758777 320122500304245139","0.45","debit","Shipping","Hilton HHonors Card","",""
"9/05/2012","Starbucks","STARBUCKS CORP172114STANFORD033302399   800-7827282 320122490290308477","3.68","debit","Coffee Shops","Hilton HHonors Card","",""
"9/04/2012","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIBSCEXCG4EO5 MERCHANDISE 320122480278362266","37.93","debit","Shopping","Hilton HHonors Card","",""
"9/04/2012","Amazon","AMAZON.COM          AMZN.COM/BISHWE4HFZ4M1 MERCHANDISE 320122480278362268","191.46","debit","Shopping","Hilton HHonors Card","",""
"9/04/2012","Safeway","SAFEWAY STORE     27Menlo ParkGROCERY STORE 320122480278362267","21.92","debit","Groceries","Hilton HHonors Card","",""
"9/03/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320122470267320208","88.27","debit","Groceries","Hilton HHonors Card","",""
"9/03/2012","QFC","QFC #5874 000005874 BELLEVUE99999992246 8002016261 320122470267320210","3.60","debit","Groceries","Hilton HHonors Card","",""
"9/03/2012","iTunes","ITUNES MUSICUSA ITUNCUPERTINOMHJM607DF20 ITUNES MUSIC STORE 320122470267320211","1.41","debit","Music","Hilton HHonors Card","",""
"9/03/2012","QFC","QFC #5874 000005874 BELLEVUE99999992246 8002016261 320122470267320209","24.76","debit","Groceries","Hilton HHonors Card","",""
"9/01/2012","Chipotle","CHIPOTLE 1643 0095  NOVATO38800030    303-595-4000 320122450241653318","16.28","debit","Fast Food","Hilton HHonors Card","",""
"8/31/2012","Mel's Drive-In","MEL'S DRIVE-IN #5 02SAN FRANCIS15830051    415-921-2867 320122440228319360","16.32","debit","Restaurants","Hilton HHonors Card","",""
"8/31/2012","Jack in the Box","JACK IN THE BOX #438NOVATO46600037    415-878-0465 320122440228319361","6.68","debit","Fast Food","Hilton HHonors Card","",""
"8/30/2012","Bartell Drug","27 BARTELL DRUGS 000BELLEVUE000067071   4254531022 320122430215400501","52.22","debit","Groceries","Hilton HHonors Card","",""
"8/30/2012","Chipotle","CHIPOTLE 1308 0094  SAN RAFAEL58880193    415-507-0493 320122430215400503","14.43","debit","Fast Food","Hilton HHonors Card","",""
"8/30/2012","Jamba Juice","JAMBA JUICE #128 000SAN RAFAEL59398023    5105960100 320122430215400502","4.95","debit","Food & Dining","Hilton HHonors Card","",""
"8/29/2012","Albertsons","#00444 ALBERTSONS 00BELLEVUE000925113   4256412783 320122420202320937","9.56","debit","Groceries","Hilton HHonors Card","Parents Expenses",""
"8/29/2012","Albertsons","#00444 ALBERTSONS 00BELLEVUE000925115   4256412783 320122420202320939","2.50","debit","Groceries","Hilton HHonors Card","",""
"8/29/2012","Albertsons","#00444 ALBERTSONS 00BELLEVUE000925114   4256412783 320122420202320938","7.98","debit","Groceries","Hilton HHonors Card","Parents Expenses",""
"8/28/2012","iTunes","ITUNES MUSICUSA ITUNCUPERTINOMHJM5J9H8X0 ITUNES MUSIC STORE 320122410189321568","21.89","debit","Music","Hilton HHonors Card","",""
"8/28/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320122410189321567","9.98","debit","Groceries","Hilton HHonors Card","Parents Expenses",""
"8/28/2012","Railscasts Gvkzn","RAILSCASTS          541-2264551gvkzn8      5412264551 320122410189321569","9.00","debit","Uncategorized","Hilton HHonors Card","",""
"8/28/2012","iTunes","ITUNES MUSICUSA ITUNCUPERTINOMHJM5QG7Y20 ITUNES MUSIC STORE 320122410189321570","0.94","debit","Music","Hilton HHonors Card","",""
"8/27/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320122400176582125","60.69","debit","Groceries","Hilton HHonors Card","Parents Expenses",""
